##NAMES=Goethite
##RRUFFID=R120086
##IDEAL CHEMISTRY=FeO(OH)
##LOCALITY=Alexander mine, Vrancice, Příbram, Central Bohemia Region, Bohemia, Czech Republic
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Elongated black crystals, associated with R070363, čechite
##STATUS=The identification of this mineral has been confirmed only by single crystal X-ray diffraction
##URL=https://www.rruff.net/odr/rruff_sample/R120086
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##CELL PARAMETERS=a: 4.6012 b: 9.961 c: 3.0218 alpha: 90 beta: 90 gamma: 90 volume: 138.49 crystal system: orthorhombic
##FILETYPE=RAW Powder Diffraction Profile

34.930, 0.000
34.940, 0.000
34.950, 0.000
34.960, 0.000
34.970, 0.000
34.980, 0.000
34.990, 0.000
35.000, 0.000
35.010, 0.000
35.020, 0.000
35.030, 0.000
35.040, 0.000
35.050, 0.000
35.060, 0.000
35.070, 0.000
35.080, 0.000
35.090, 0.000
35.100, 0.000
35.110, 0.000
35.120, 0.000
35.130, 0.000
35.140, 0.000
35.150, 0.000
35.160, 0.000
35.170, 0.000
35.180, 0.000
35.190, 0.000
35.200, 0.000
35.210, 0.000
35.220, 0.000
35.230, 0.000
35.240, 0.000
35.250, 0.000
35.260, 0.000
35.270, 0.000
35.280, 0.000
35.290, 0.000
35.300, 0.000
35.310, 0.000
35.320, 0.000
35.330, 0.000
35.340, 0.000
35.350, 0.000
35.360, 0.000
35.370, 0.000
35.380, 0.001
35.390, 0.002
35.400, 0.006
35.410, 0.018
35.420, 0.049
35.430, 0.118
35.440, 0.259
35.450, 0.512
35.460, 0.916
35.470, 1.479
35.480, 2.159
35.490, 2.846
35.500, 3.393
35.510, 3.660
35.520, 3.586
35.530, 3.217
35.540, 2.692
35.550, 2.186
35.560, 1.837
35.570, 1.699
35.580, 1.732
35.590, 1.833
35.600, 1.885
35.610, 1.810
35.620, 1.592
35.630, 1.272
35.640, 0.920
35.650, 0.602
35.660, 0.355
35.670, 0.190
35.680, 0.091
35.690, 0.040
35.700, 0.016
35.710, 0.006
35.720, 0.002
35.730, 0.001
35.740, 0.000
35.750, 0.000
35.760, 0.000
35.770, 0.000
35.780, 0.000
35.790, 0.000
35.800, 0.000
35.810, 0.000
35.820, 0.000
35.830, 0.000
35.840, 0.000
35.850, 0.000
35.860, 0.000
35.870, 0.000
35.880, 0.000
35.890, 0.000
35.900, 0.001
35.910, 0.004
35.920, 0.013
35.930, 0.039
35.940, 0.108
35.950, 0.273
35.960, 0.623
35.970, 1.283
35.980, 2.389
35.990, 4.019
36.000, 6.112
36.010, 8.402
36.020, 10.443
36.030, 11.747
36.040, 11.982
36.050, 11.140
36.060, 9.557
36.070, 7.780
36.080, 6.342
36.090, 5.560
36.100, 5.445
36.110, 5.746
36.120, 6.082
36.130, 6.116
36.140, 5.677
36.150, 4.804
36.160, 3.687
36.170, 2.561
36.180, 1.608
36.190, 0.913
36.200, 0.469
36.210, 0.217
36.220, 0.091
36.230, 0.035
36.240, 0.012
36.250, 0.004
36.260, 0.001
36.270, 0.000
36.280, 0.000
36.290, 0.000
36.300, 0.000
36.310, 0.000
36.320, 0.000
36.330, 0.000
36.340, 0.000
36.350, 0.000
36.360, 0.000
36.370, 0.000
36.380, 0.000
36.390, 0.000
36.400, 0.000
36.410, 0.000
36.420, 0.000
36.430, 0.000
36.440, 0.000
36.450, 0.000
36.460, 0.000
36.470, 0.000
36.480, 0.000
36.490, 0.000
36.500, 0.000
36.510, 0.000
36.520, 0.000
36.530, 0.001
36.540, 0.005
36.550, 0.019
36.560, 0.064
36.570, 0.193
36.580, 0.529
36.590, 1.313
36.600, 2.948
36.610, 5.985
36.620, 10.991
36.630, 18.255
36.640, 27.426
36.650, 37.274
36.660, 45.840
36.670, 51.052
36.680, 51.591
36.690, 47.544
36.700, 40.454
36.710, 32.694
36.720, 26.519
36.730, 23.242
36.740, 22.883
36.750, 24.353
36.760, 26.022
36.770, 26.416
36.780, 24.761
36.790, 21.167
36.800, 16.419
36.810, 11.534
36.820, 7.331
36.830, 4.216
36.840, 2.193
36.850, 1.031
36.860, 0.439
36.870, 0.169
36.880, 0.059
36.890, 0.019
36.900, 0.005
36.910, 0.001
36.920, 0.000
36.930, 0.000
36.940, 0.000
36.950, 0.000
36.960, 0.000
36.970, 0.000
36.980, 0.000
36.990, 0.000
37.000, 0.000
37.010, 0.000
37.020, 0.000
37.030, 0.000
37.040, 0.000
37.050, 0.000
37.060, 0.000
37.070, 0.000
37.080, 0.000
37.090, 0.000
37.100, 0.000
37.110, 0.000
37.120, 0.000
37.130, 0.000
37.140, 0.000
37.150, 0.000
37.160, 0.000
37.170, 0.000
37.180, 0.000
37.190, 0.000
37.200, 0.000
37.210, 0.000
37.220, 0.000
37.230, 0.000
37.240, 0.000
37.250, 0.000
37.260, 0.000
37.270, 0.000
37.280, 0.000
37.290, 0.000
37.300, 0.000
37.310, 0.000
37.320, 0.000
37.330, 0.000
37.340, 0.000
37.350, 0.000
37.360, 0.000
37.370, 0.000
37.380, 0.000
37.390, 0.000
37.400, 0.000
37.410, 0.000
37.420, 0.000
37.430, 0.000
37.440, 0.000
37.450, 0.000
37.460, 0.000
37.470, 0.000
37.480, 0.000
37.490, 0.000
37.500, 0.000
37.510, 0.000
37.520, 0.000
37.530, 0.000
37.540, 0.000
37.550, 0.000
37.560, 0.000
37.570, 0.000
37.580, 0.000
37.590, 0.000
37.600, 0.000
37.610, 0.000
37.620, 0.000
37.630, 0.000
37.640, 0.000
37.650, 0.000
37.660, 0.000
37.670, 0.000
37.680, 0.000
37.690, 0.000
37.700, 0.000
37.710, 0.000
37.720, 0.000
37.730, 0.000
37.740, 0.000
37.750, 0.000
37.760, 0.000
37.770, 0.000
37.780, 0.000
37.790, 0.000
37.800, 0.000
37.810, 0.000
37.820, 0.000
37.830, 0.000
37.840, 0.000
37.850, 0.000
37.860, 0.000
37.870, 0.000
37.880, 0.000
37.890, 0.000
37.900, 0.000
37.910, 0.000
37.920, 0.000
37.930, 0.000
37.940, 0.000
37.950, 0.000
37.960, 0.000
37.970, 0.000
37.980, 0.000
37.990, 0.000
38.000, 0.000
38.010, 0.000
38.020, 0.000
38.030, 0.000
38.040, 0.000
38.050, 0.000
38.060, 0.000
38.070, 0.000
38.080, 0.000
38.090, 0.000
38.100, 0.000
38.110, 0.000
38.120, 0.000
38.130, 0.000
38.140, 0.000
38.150, 0.000
38.160, 0.000
38.170, 0.000
38.180, 0.000
38.190, 0.000
38.200, 0.000
38.210, 0.000
38.220, 0.000
38.230, 0.000
38.240, 0.000
38.250, 0.000
38.260, 0.000
38.270, 0.000
38.280, 0.000
38.290, 0.000
38.300, 0.000
38.310, 0.000
38.320, 0.000
38.330, 0.000
38.340, 0.000
38.350, 0.000
38.360, 0.000
38.370, 0.000
38.380, 0.000
38.390, 0.000
38.400, 0.000
38.410, 0.000
38.420, 0.000
38.430, 0.000
38.440, 0.000
38.450, 0.000
38.460, 0.000
38.470, 0.000
38.480, 0.000
38.490, 0.000
38.500, 0.000
38.510, 0.000
38.520, 0.000
38.530, 0.000
38.540, 0.000
38.550, 0.000
38.560, 0.000
38.570, 0.000
38.580, 0.000
38.590, 0.000
38.600, 0.000
38.610, 0.000
38.620, 0.000
38.630, 0.000
38.640, 0.000
38.650, 0.000
38.660, 0.000
38.670, 0.000
38.680, 0.000
38.690, 0.000
38.700, 0.000
38.710, 0.000
38.720, 0.000
38.730, 0.000
38.740, 0.000
38.750, 0.000
38.760, 0.000
38.770, 0.000
38.780, 0.000
38.790, 0.000
38.800, 0.000
38.810, 0.000
38.820, 0.000
38.830, 0.000
38.840, 0.000
38.850, 0.000
38.860, 0.000
38.870, 0.000
38.880, 0.000
38.890, 0.000
38.900, 0.000
38.910, 0.000
38.920, 0.000
38.930, 0.000
38.940, 0.000
38.950, 0.000
38.960, 0.000
38.970, 0.000
38.980, 0.000
38.990, 0.000
39.000, 0.002
39.010, 0.005
39.020, 0.014
39.030, 0.037
39.040, 0.087
39.050, 0.188
39.060, 0.367
39.070, 0.649
39.080, 1.042
39.090, 1.517
39.100, 2.004
39.110, 2.401
39.120, 2.612
39.130, 2.583
39.140, 2.332
39.150, 1.944
39.160, 1.535
39.170, 1.214
39.180, 1.044
39.190, 1.030
39.200, 1.123
39.210, 1.247
39.220, 1.324
39.230, 1.303
39.240, 1.171
39.250, 0.959
39.260, 0.712
39.270, 0.480
39.280, 0.293
39.290, 0.163
39.300, 0.082
39.310, 0.037
39.320, 0.015
39.330, 0.006
39.340, 0.002
39.350, 0.001
39.360, 0.000
39.370, 0.000
39.380, 0.000
39.390, 0.000
39.400, 0.000
39.410, 0.000
39.420, 0.000
39.430, 0.000
39.440, 0.000
39.450, 0.000
39.460, 0.000
39.470, 0.000
39.480, 0.000
39.490, 0.000
39.500, 0.000
39.510, 0.000
39.520, 0.000
39.530, 0.000
39.540, 0.000
39.550, 0.000
39.560, 0.000
39.570, 0.000
39.580, 0.000
39.590, 0.000
39.600, 0.000
39.610, 0.000
39.620, 0.000
39.630, 0.000
39.640, 0.000
39.650, 0.000
39.660, 0.000
39.670, 0.000
39.680, 0.000
39.690, 0.000
39.700, 0.000
39.710, 0.000
39.720, 0.000
39.730, 0.000
39.740, 0.000
39.750, 0.000
39.760, 0.000
39.770, 0.000
39.780, 0.000
39.790, 0.000
39.800, 0.000
39.810, 0.000
39.820, 0.000
39.830, 0.000
39.840, 0.000
39.850, 0.000
39.860, 0.002
39.870, 0.006
39.880, 0.017
39.890, 0.048
39.900, 0.122
39.910, 0.280
39.920, 0.584
39.930, 1.107
39.940, 1.903
39.950, 2.970
39.960, 4.208
39.970, 5.413
39.980, 6.324
39.990, 6.713
40.000, 6.487
40.010, 5.731
40.020, 4.687
40.030, 3.654
40.040, 2.887
40.050, 2.521
40.060, 2.544
40.070, 2.825
40.080, 3.168
40.090, 3.382
40.100, 3.349
40.110, 3.054
40.120, 2.586
40.130, 2.090
40.140, 1.712
40.150, 1.546
40.160, 1.606
40.170, 1.830
40.180, 2.102
40.190, 2.300
40.200, 2.330
40.210, 2.167
40.220, 1.854
40.230, 1.480
40.240, 1.147
40.250, 0.927
40.260, 0.850
40.270, 0.897
40.280, 1.010
40.290, 1.122
40.300, 1.170
40.310, 1.123
40.320, 0.983
40.330, 0.783
40.340, 0.567
40.350, 0.372
40.360, 0.222
40.370, 0.120
40.380, 0.059
40.390, 0.026
40.400, 0.011
40.410, 0.004
40.420, 0.001
40.430, 0.000
40.440, 0.000
40.450, 0.000
40.460, 0.000
40.470, 0.000
40.480, 0.000
40.490, 0.000
40.500, 0.000
40.510, 0.000
40.520, 0.000
40.530, 0.000
40.540, 0.000
40.550, 0.000
40.560, 0.000
40.570, 0.000
40.580, 0.000
40.590, 0.000
40.600, 0.000
40.610, 0.000
40.620, 0.000
40.630, 0.000
40.640, 0.000
40.650, 0.000
40.660, 0.000
40.670, 0.000
40.680, 0.000
40.690, 0.000
40.700, 0.000
40.710, 0.000
40.720, 0.000
40.730, 0.000
40.740, 0.000
40.750, 0.000
40.760, 0.000
40.770, 0.000
40.780, 0.000
40.790, 0.000
40.800, 0.000
40.810, 0.000
40.820, 0.000
40.830, 0.000
40.840, 0.000
40.850, 0.000
40.860, 0.000
40.870, 0.000
40.880, 0.000
40.890, 0.000
40.900, 0.000
40.910, 0.000
40.920, 0.000
40.930, 0.000
40.940, 0.000
40.950, 0.000
40.960, 0.000
40.970, 0.000
40.980, 0.000
40.990, 0.000
41.000, 0.000
41.010, 0.000
41.020, 0.000
41.030, 0.000
41.040, 0.000
41.050, 0.002
41.060, 0.006
41.070, 0.020
41.080, 0.057
41.090, 0.150
41.100, 0.356
41.110, 0.768
41.120, 1.505
41.130, 2.682
41.140, 4.343
41.150, 6.392
41.160, 8.552
41.170, 10.402
41.180, 11.505
41.190, 11.582
41.200, 10.638
41.210, 8.973
41.220, 7.072
41.230, 5.427
41.240, 4.383
41.250, 4.058
41.260, 4.343
41.270, 4.962
41.280, 5.573
41.290, 5.874
41.300, 5.696
41.310, 5.042
41.320, 4.063
41.330, 2.978
41.340, 1.984
41.350, 1.202
41.360, 0.661
41.370, 0.331
41.380, 0.151
41.390, 0.062
41.400, 0.023
41.410, 0.008
41.420, 0.002
41.430, 0.001
41.440, 0.000
41.450, 0.000
41.460, 0.000
41.470, 0.000
41.480, 0.000
41.490, 0.000
41.500, 0.000
41.510, 0.000
41.520, 0.000
41.530, 0.000
41.540, 0.000
41.550, 0.000
41.560, 0.000
41.570, 0.000
41.580, 0.000
41.590, 0.000
41.600, 0.000
41.610, 0.000
41.620, 0.000
41.630, 0.000
41.640, 0.000
41.650, 0.000
41.660, 0.000
41.670, 0.000
41.680, 0.000
41.690, 0.000
41.700, 0.000
41.710, 0.000
41.720, 0.000
41.730, 0.000
41.740, 0.000
41.750, 0.000
41.760, 0.000
41.770, 0.000
41.780, 0.000
41.790, 0.000
41.800, 0.000
41.810, 0.000
41.820, 0.000
41.830, 0.000
41.840, 0.000
41.850, 0.000
41.860, 0.000
41.870, 0.000
41.880, 0.000
41.890, 0.000
41.900, 0.000
41.910, 0.000
41.920, 0.000
41.930, 0.000
41.940, 0.000
41.950, 0.000
41.960, 0.000
41.970, 0.000
41.980, 0.000
41.990, 0.000
42.000, 0.000
42.010, 0.000
42.020, 0.000
42.030, 0.000
42.040, 0.000
42.050, 0.000
42.060, 0.000
42.070, 0.000
42.080, 0.000
42.090, 0.000
42.100, 0.000
42.110, 0.000
42.120, 0.000
42.130, 0.000
42.140, 0.000
42.150, 0.000
42.160, 0.000
42.170, 0.000
42.180, 0.000
42.190, 0.000
42.200, 0.000
42.210, 0.000
42.220, 0.000
42.230, 0.000
42.240, 0.000
42.250, 0.000
42.260, 0.000
42.270, 0.000
42.280, 0.000
42.290, 0.000
42.300, 0.000
42.310, 0.000
42.320, 0.000
42.330, 0.000
42.340, 0.000
42.350, 0.000
42.360, 0.000
42.370, 0.000
42.380, 0.000
42.390, 0.000
42.400, 0.000
42.410, 0.000
42.420, 0.000
42.430, 0.000
42.440, 0.000
42.450, 0.000
42.460, 0.000
42.470, 0.000
42.480, 0.000
42.490, 0.000
42.500, 0.000
42.510, 0.000
42.520, 0.000
42.530, 0.000
42.540, 0.000
42.550, 0.000
42.560, 0.000
42.570, 0.000
42.580, 0.000
42.590, 0.000
42.600, 0.000
42.610, 0.000
42.620, 0.000
42.630, 0.000
42.640, 0.000
42.650, 0.000
42.660, 0.000
42.670, 0.000
42.680, 0.000
42.690, 0.000
42.700, 0.000
42.710, 0.000
42.720, 0.000
42.730, 0.000
42.740, 0.000
42.750, 0.000
42.760, 0.000
42.770, 0.000
42.780, 0.000
42.790, 0.000
42.800, 0.000
42.810, 0.000
42.820, 0.000
42.830, 0.000
42.840, 0.000
42.850, 0.000
42.860, 0.000
42.870, 0.000
42.880, 0.000
42.890, 0.000
42.900, 0.000
42.910, 0.000
42.920, 0.000
42.930, 0.000
42.940, 0.000
42.950, 0.000
42.960, 0.000
42.970, 0.000
42.980, 0.000
42.990, 0.000
43.000, 0.000
43.010, 0.000
43.020, 0.000
43.030, 0.000
43.040, 0.000
43.050, 0.000
43.060, 0.000
43.070, 0.000
43.080, 0.000
43.090, 0.000
43.100, 0.000
43.110, 0.000
43.120, 0.000
43.130, 0.000
43.140, 0.000
43.150, 0.000
43.160, 0.000
43.170, 0.001
43.180, 0.004
43.190, 0.010
43.200, 0.024
43.210, 0.052
43.220, 0.100
43.230, 0.177
43.240, 0.286
43.250, 0.419
43.260, 0.559
43.270, 0.680
43.280, 0.754
43.290, 0.762
43.300, 0.704
43.310, 0.596
43.320, 0.468
43.330, 0.352
43.340, 0.272
43.350, 0.238
43.360, 0.248
43.370, 0.287
43.380, 0.336
43.390, 0.374
43.400, 0.385
43.410, 0.363
43.420, 0.312
43.430, 0.245
43.440, 0.175
43.450, 0.114
43.460, 0.068
43.470, 0.037
43.480, 0.018
43.490, 0.008
43.500, 0.003
43.510, 0.001
43.520, 0.000
43.530, 0.000
43.540, 0.000
43.550, 0.000
43.560, 0.000
43.570, 0.000
43.580, 0.000
43.590, 0.000
43.600, 0.000
43.610, 0.000
43.620, 0.000
43.630, 0.000
43.640, 0.000
43.650, 0.000
43.660, 0.000
43.670, 0.000
43.680, 0.000
43.690, 0.000
43.700, 0.000
43.710, 0.000
43.720, 0.000
43.730, 0.000
43.740, 0.000
43.750, 0.000
43.760, 0.000
43.770, 0.000
43.780, 0.000
43.790, 0.000
43.800, 0.000
43.810, 0.000
43.820, 0.000
43.830, 0.000
43.840, 0.000
43.850, 0.000
43.860, 0.000
43.870, 0.000
43.880, 0.000
43.890, 0.000
43.900, 0.000
43.910, 0.000
43.920, 0.000
43.930, 0.000
43.940, 0.000
43.950, 0.000
43.960, 0.000
43.970, 0.000
43.980, 0.000
43.990, 0.000
44.000, 0.000
44.010, 0.000
44.020, 0.000
44.030, 0.000
44.040, 0.000
44.050, 0.000
44.060, 0.000
44.070, 0.000
44.080, 0.000
44.090, 0.000
44.100, 0.000
44.110, 0.000
44.120, 0.000
44.130, 0.000
44.140, 0.000
44.150, 0.000
44.160, 0.000
44.170, 0.000
44.180, 0.000
44.190, 0.000
44.200, 0.000
44.210, 0.000
44.220, 0.000
44.230, 0.000
44.240, 0.000
44.250, 0.000
44.260, 0.000
44.270, 0.000
44.280, 0.000
44.290, 0.000
44.300, 0.000
44.310, 0.000
44.320, 0.000
44.330, 0.000
44.340, 0.000
44.350, 0.000
44.360, 0.000
44.370, 0.000
44.380, 0.000
44.390, 0.000
44.400, 0.000
44.410, 0.000
44.420, 0.000
44.430, 0.000
44.440, 0.000
44.450, 0.000
44.460, 0.000
44.470, 0.000
44.480, 0.000
44.490, 0.000
44.500, 0.000
44.510, 0.000
44.520, 0.000
44.530, 0.000
44.540, 0.000
44.550, 0.000
44.560, 0.000
44.570, 0.000
44.580, 0.000
44.590, 0.000
44.600, 0.000
44.610, 0.000
44.620, 0.000
44.630, 0.000
44.640, 0.000
44.650, 0.000
44.660, 0.000
44.670, 0.000
44.680, 0.000
44.690, 0.000
44.700, 0.000
44.710, 0.000
44.720, 0.000
44.730, 0.000
44.740, 0.000
44.750, 0.000
44.760, 0.000
44.770, 0.000
44.780, 0.000
44.790, 0.000
44.800, 0.000
44.810, 0.000
44.820, 0.000
44.830, 0.000
44.840, 0.000
44.850, 0.000
44.860, 0.000
44.870, 0.000
44.880, 0.000
44.890, 0.000
44.900, 0.000
44.910, 0.000
44.920, 0.000
44.930, 0.001
44.940, 0.003
44.950, 0.008
44.960, 0.022
44.970, 0.053
44.980, 0.119
44.990, 0.242
45.000, 0.449
45.010, 0.760
45.020, 1.174
45.030, 1.655
45.040, 2.128
45.050, 2.498
45.060, 2.676
45.070, 2.619
45.080, 2.344
45.090, 1.928
45.100, 1.477
45.110, 1.091
45.120, 0.839
45.130, 0.748
45.140, 0.801
45.150, 0.953
45.160, 1.138
45.170, 1.287
45.180, 1.346
45.190, 1.290
45.200, 1.130
45.210, 0.904
45.220, 0.660
45.230, 0.440
45.240, 0.267
45.250, 0.148
45.260, 0.075
45.270, 0.035
45.280, 0.015
45.290, 0.006
45.300, 0.002
45.310, 0.001
45.320, 0.000
45.330, 0.000
45.340, 0.000
45.350, 0.000
45.360, 0.000
45.370, 0.000
45.380, 0.000
45.390, 0.000
45.400, 0.000
45.410, 0.000
45.420, 0.000
45.430, 0.000
45.440, 0.000
45.450, 0.000
45.460, 0.000
45.470, 0.000
45.480, 0.000
45.490, 0.000
45.500, 0.000
45.510, 0.000
45.520, 0.000
45.530, 0.000
45.540, 0.000
45.550, 0.000
45.560, 0.000
45.570, 0.000
45.580, 0.000
45.590, 0.000
45.600, 0.000
45.610, 0.000
45.620, 0.000
45.630, 0.000
45.640, 0.000
45.650, 0.000
45.660, 0.000
45.670, 0.000
45.680, 0.000
45.690, 0.000
45.700, 0.000
45.710, 0.000
45.720, 0.000
45.730, 0.000
45.740, 0.000
45.750, 0.000
45.760, 0.000
45.770, 0.000
45.780, 0.000
45.790, 0.000
45.800, 0.000
45.810, 0.000
45.820, 0.000
45.830, 0.000
45.840, 0.000
45.850, 0.000
45.860, 0.000
45.870, 0.000
45.880, 0.000
45.890, 0.000
45.900, 0.000
45.910, 0.000
45.920, 0.000
45.930, 0.000
45.940, 0.000
45.950, 0.000
45.960, 0.000
45.970, 0.000
45.980, 0.000
45.990, 0.000
46.000, 0.000
46.010, 0.000
46.020, 0.000
46.030, 0.000
46.040, 0.000
46.050, 0.000
46.060, 0.000
46.070, 0.000
46.080, 0.000
46.090, 0.000
46.100, 0.000
46.110, 0.000
46.120, 0.000
46.130, 0.000
46.140, 0.000
46.150, 0.000
46.160, 0.000
46.170, 0.000
46.180, 0.000
46.190, 0.000
46.200, 0.000
46.210, 0.000
46.220, 0.000
46.230, 0.000
46.240, 0.000
46.250, 0.000
46.260, 0.000
46.270, 0.000
46.280, 0.000
46.290, 0.000
46.300, 0.000
46.310, 0.000
46.320, 0.000
46.330, 0.000
46.340, 0.000
46.350, 0.000
46.360, 0.000
46.370, 0.000
46.380, 0.000
46.390, 0.000
46.400, 0.000
46.410, 0.000
46.420, 0.000
46.430, 0.000
46.440, 0.000
46.450, 0.000
46.460, 0.000
46.470, 0.000
46.480, 0.000
46.490, 0.000
46.500, 0.000
46.510, 0.000
46.520, 0.000
46.530, 0.000
46.540, 0.000
46.550, 0.000
46.560, 0.000
46.570, 0.000
46.580, 0.000
46.590, 0.000
46.600, 0.000
46.610, 0.000
46.620, 0.000
46.630, 0.000
46.640, 0.000
46.650, 0.000
46.660, 0.000
46.670, 0.000
46.680, 0.000
46.690, 0.000
46.700, 0.000
46.710, 0.000
46.720, 0.000
46.730, 0.000
46.740, 0.000
46.750, 0.000
46.760, 0.000
46.770, 0.000
46.780, 0.000
46.790, 0.000
46.800, 0.000
46.810, 0.000
46.820, 0.000
46.830, 0.000
46.840, 0.000
46.850, 0.000
46.860, 0.000
46.870, 0.000
46.880, 0.000
46.890, 0.000
46.900, 0.000
46.910, 0.000
46.920, 0.000
46.930, 0.000
46.940, 0.000
46.950, 0.000
46.960, 0.000
46.970, 0.000
46.980, 0.000
46.990, 0.000
47.000, 0.000
47.010, 0.000
47.020, 0.000
47.030, 0.000
47.040, 0.000
47.050, 0.000
47.060, 0.000
47.070, 0.000
47.080, 0.000
47.090, 0.000
47.100, 0.000
47.110, 0.000
47.120, 0.001
47.130, 0.002
47.140, 0.007
47.150, 0.019
47.160, 0.048
47.170, 0.113
47.180, 0.243
47.190, 0.479
47.200, 0.862
47.210, 1.419
47.220, 2.137
47.230, 2.942
47.240, 3.704
47.250, 4.266
47.260, 4.493
47.270, 4.330
47.280, 3.823
47.290, 3.104
47.300, 2.344
47.310, 1.697
47.320, 1.268
47.330, 1.097
47.340, 1.166
47.350, 1.411
47.360, 1.739
47.370, 2.042
47.380, 2.225
47.390, 2.227
47.400, 2.042
47.410, 1.713
47.420, 1.315
47.430, 0.923
47.440, 0.592
47.450, 0.347
47.460, 0.186
47.470, 0.092
47.480, 0.041
47.490, 0.017
47.500, 0.006
47.510, 0.002
47.520, 0.001
47.530, 0.000
47.540, 0.000
47.550, 0.000
47.560, 0.000
47.570, 0.000
47.580, 0.000
47.590, 0.000
47.600, 0.000
47.610, 0.000
47.620, 0.000
47.630, 0.000
47.640, 0.000
47.650, 0.000
47.660, 0.000
47.670, 0.000
47.680, 0.000
47.690, 0.000
47.700, 0.000
47.710, 0.000
47.720, 0.000
47.730, 0.000
47.740, 0.000
47.750, 0.000
47.760, 0.000
47.770, 0.000
47.780, 0.000
47.790, 0.000
47.800, 0.000
47.810, 0.000
47.820, 0.000
47.830, 0.000
47.840, 0.000
47.850, 0.000
47.860, 0.000
47.870, 0.000
47.880, 0.000
47.890, 0.000
47.900, 0.000
47.910, 0.000
47.920, 0.000
47.930, 0.000
47.940, 0.000
47.950, 0.000
47.960, 0.001
47.970, 0.002
47.980, 0.004
47.990, 0.009
48.000, 0.019
48.010, 0.037
48.020, 0.064
48.030, 0.101
48.040, 0.147
48.050, 0.195
48.060, 0.238
48.070, 0.265
48.080, 0.270
48.090, 0.252
48.100, 0.216
48.110, 0.170
48.120, 0.126
48.130, 0.090
48.140, 0.069
48.150, 0.063
48.160, 0.070
48.170, 0.087
48.180, 0.107
48.190, 0.125
48.200, 0.135
48.210, 0.134
48.220, 0.121
48.230, 0.101
48.240, 0.077
48.250, 0.053
48.260, 0.034
48.270, 0.020
48.280, 0.011
48.290, 0.005
48.300, 0.002
48.310, 0.001
48.320, 0.000
48.330, 0.000
48.340, 0.000
48.350, 0.000
48.360, 0.000
48.370, 0.000
48.380, 0.000
48.390, 0.000
48.400, 0.000
48.410, 0.000
48.420, 0.000
48.430, 0.000
48.440, 0.000
48.450, 0.000
48.460, 0.000
48.470, 0.000
48.480, 0.000
48.490, 0.000
48.500, 0.000
48.510, 0.000
48.520, 0.000
48.530, 0.000
48.540, 0.000
48.550, 0.000
48.560, 0.000
48.570, 0.000
48.580, 0.000
48.590, 0.000
48.600, 0.000
48.610, 0.000
48.620, 0.000
48.630, 0.000
48.640, 0.000
48.650, 0.000
48.660, 0.000
48.670, 0.000
48.680, 0.000
48.690, 0.000
48.700, 0.000
48.710, 0.000
48.720, 0.000
48.730, 0.000
48.740, 0.000
48.750, 0.000
48.760, 0.000
48.770, 0.000
48.780, 0.000
48.790, 0.000
48.800, 0.000
48.810, 0.000
48.820, 0.000
48.830, 0.000
48.840, 0.000
48.850, 0.000
48.860, 0.000
48.870, 0.000
48.880, 0.000
48.890, 0.000
48.900, 0.000
48.910, 0.000
48.920, 0.000
48.930, 0.000
48.940, 0.000
48.950, 0.000
48.960, 0.000
48.970, 0.000
48.980, 0.000
48.990, 0.000
49.000, 0.000
49.010, 0.000
49.020, 0.000
49.030, 0.000
49.040, 0.000
49.050, 0.000
49.060, 0.000
49.070, 0.000
49.080, 0.000
49.090, 0.000
49.100, 0.000
49.110, 0.000
49.120, 0.000
49.130, 0.000
49.140, 0.000
49.150, 0.000
49.160, 0.000
49.170, 0.000
49.180, 0.000
49.190, 0.000
49.200, 0.000
49.210, 0.000
49.220, 0.000
49.230, 0.000
49.240, 0.000
49.250, 0.000
49.260, 0.000
49.270, 0.000
49.280, 0.000
49.290, 0.000
49.300, 0.000
49.310, 0.000
49.320, 0.000
49.330, 0.000
49.340, 0.000
49.350, 0.000
49.360, 0.000
49.370, 0.000
49.380, 0.000
49.390, 0.000
49.400, 0.000
49.410, 0.000
49.420, 0.000
49.430, 0.000
49.440, 0.000
49.450, 0.000
49.460, 0.000
49.470, 0.000
49.480, 0.000
49.490, 0.000
49.500, 0.000
49.510, 0.000
49.520, 0.000
49.530, 0.000
49.540, 0.000
49.550, 0.000
49.560, 0.000
49.570, 0.000
49.580, 0.000
49.590, 0.000
49.600, 0.000
49.610, 0.000
49.620, 0.000
49.630, 0.000
49.640, 0.000
49.650, 0.000
49.660, 0.000
49.670, 0.000
49.680, 0.000
49.690, 0.000
49.700, 0.000
49.710, 0.000
49.720, 0.001
49.730, 0.003
49.740, 0.007
49.750, 0.015
49.760, 0.032
49.770, 0.061
49.780, 0.107
49.790, 0.173
49.800, 0.256
49.810, 0.348
49.820, 0.433
49.830, 0.493
49.840, 0.516
49.850, 0.495
49.860, 0.435
49.870, 0.352
49.880, 0.264
49.890, 0.188
49.900, 0.135
49.910, 0.109
49.920, 0.110
49.930, 0.133
49.940, 0.170
49.950, 0.210
49.960, 0.242
49.970, 0.258
49.980, 0.252
49.990, 0.226
50.000, 0.185
50.010, 0.140
50.020, 0.096
50.030, 0.061
50.040, 0.035
50.050, 0.019
50.060, 0.009
50.070, 0.004
50.080, 0.002
